episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/sample_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/num_grad_updates_lifetime,info/learner/default_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/grad_gnorm,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
nan,nan,nan,nan,0,0,2,0,0,44000,44000,44000,44000,4000,4000,44000,4000,44000,False,0,11,40f87_00000,2023-09-21_12-25-07,1695270307,22.304423570632935,243.4790005683899,24712,DESKTOP-VQNVLBP,127.0.0.1,243.4790005683899,11,44000,44000,44000,44000,nan,nan,nan,nan,0,0,[],[],22149.547,11584.617,23.706,168736.998,10532.936,379.761,7.789,44000,44000,44000,44000,30.378125,61.84375,[],[],127.74193548387096,5208.5,247.5,0.0,0.36307627291628913,1.5187500000000003,0.0006999999999999999,-0.04039769331481488,-0.06493406073798635,0.1034588111609581,-0.28069529069527505,0.016148822986396697,0.552974438595195,0.0
nan,nan,nan,nan,0,0,2,0,0,48000,48000,48000,48000,4000,4000,48000,4000,48000,False,0,12,40f87_00000,2023-09-21_12-25-29,1695270329,22.340176105499268,265.81917667388916,24712,DESKTOP-VQNVLBP,127.0.0.1,265.81917667388916,12,48000,48000,48000,48000,nan,nan,nan,nan,0,0,[],[],22188.044,11586.542,23.809,168007.034,10569.408,378.451,7.786,48000,48000,48000,48000,28.735483870967737,61.58064516129032,[],[],127.74193548387096,5704.5,247.5,0.0,0.4660650338797319,1.5187500000000003,0.0006600000000000002,-0.051496580228089325,-0.0776326154319254,0.19701714057760733,0.03909917704520687,0.017195941020022035,0.5991317626209028,0.0
nan,nan,nan,nan,0,0,2,0,0,52000,52000,52000,52000,4000,4000,52000,4000,52000,False,0,13,40f87_00000,2023-09-21_12-25-51,1695270351,22.233309745788574,288.05248641967773,24712,DESKTOP-VQNVLBP,127.0.0.1,288.05248641967773,13,52000,52000,52000,52000,nan,nan,nan,nan,0,0,[],[],22189.46,11579.078,23.911,167283.692,10578.284,378.133,7.687,52000,52000,52000,52000,29.18387096774193,61.5290322580645,[],[],127.74193548387096,6200.5,247.5,0.0,0.4221104126003,1.5187500000000003,0.00062,-0.05118361978055609,-0.07537276540366997,0.18088985611534408,-0.17800103560570749,0.015915099669538923,0.578926951534325,0.0
nan,nan,nan,nan,0,0,2,0,0,56000,56000,56000,56000,4000,4000,56000,4000,56000,False,0,14,40f87_00000,2023-09-21_12-26-13,1695270373,22.3232319355011,310.37571835517883,24712,DESKTOP-VQNVLBP,127.0.0.1,310.37571835517883,14,56000,56000,56000,56000,nan,nan,nan,nan,0,0,[],[],22207.369,11595.872,24.211,165212.034,10578.999,378.108,7.687,56000,56000,56000,56000,29.07741935483871,61.554838709677426,[],[],127.74193548387096,6696.5,247.5,0.0,0.2945598635462023,1.5187500000000003,0.00058,-0.0453735729867232,-0.06613477275820309,0.13325492567532965,0.022490642964839935,0.01366115271618391,0.5295045112049387,0.0
nan,nan,nan,nan,0,0,2,0,0,60000,60000,60000,60000,4000,4000,60000,4000,60000,False,0,15,40f87_00000,2023-09-21_12-26-36,1695270396,22.206908226013184,332.582626581192,24712,DESKTOP-VQNVLBP,127.0.0.1,332.582626581192,15,60000,60000,60000,60000,nan,nan,nan,nan,0,0,[],[],22178.946,11603.445,24.108,165919.503,10543.405,379.384,7.387,60000,60000,60000,60000,29.209677419354836,61.5,[],[],127.74193548387096,7192.5,247.5,0.0,0.3176059646291598,1.5187500000000003,0.0005400000000000003,-0.04908572691290887,-0.07162672524047535,0.0787933208198557,-0.11258842339438777,0.014836622112084743,0.5389054664560864,0.0
nan,nan,nan,nan,0,0,2,0,0,64000,64000,64000,64000,4000,4000,64000,4000,64000,False,0,16,40f87_00000,2023-09-21_12-26-58,1695270418,22.205453395843506,354.7880799770355,24712,DESKTOP-VQNVLBP,127.0.0.1,354.7880799770355,16,64000,64000,64000,64000,nan,nan,nan,nan,0,0,[],[],22140.268,11578.367,23.971,166866.243,10529.643,379.88,7.589,64000,64000,64000,64000,28.112499999999997,61.559375,[],[],127.74193548387096,7688.5,247.5,0.0,0.3051592271714922,1.5187500000000003,0.0005000000000000002,-0.05946373455076208,-0.08095346465462729,0.17003873315068982,-0.18543534425477828,0.01413842079935265,0.5445761449274517,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,2,0,2,0,0,68000,68000,68000,68000,4000,4000,68000,4000,68000,False,2,17,40f87_00000,2023-09-21_12-27-20,1695270440,22.34143376350403,377.12951374053955,24712,DESKTOP-VQNVLBP,127.0.0.1,377.12951374053955,17,68000,68000,68000,68000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,2,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",22149.039,11586.785,23.975,166843.675,10529.792,379.875,7.589,68000,68000,68000,68000,29.480645161290326,61.49354838709677,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.70967741935483,8184.5,247.5,0.0,0.33201116440637457,1.5187500000000003,0.0004600000000000001,-0.05166294277390285,-0.07375993819263268,0.12582287025607883,0.006131145261949108,0.014541177986483416,0.5239526199837846,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,2,0,0,72000,72000,72000,72000,4000,4000,72000,4000,72000,False,2,18,40f87_00000,2023-09-21_12-27-43,1695270463,22.660481214523315,399.78999495506287,24712,DESKTOP-VQNVLBP,127.0.0.1,399.78999495506287,18,72000,72000,72000,72000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",22207.053,11593.282,24.074,166152.176,10581.41,378.021,7.689,72000,72000,72000,72000,32.4375,61.653125,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.74193548387096,8680.5,247.5,0.0,0.3056236399307607,1.5187500000000003,0.0004200000000000002,-0.04909819262121023,-0.0677254783403764,0.13431717852701344,-0.17956227713054226,0.012256033453907881,0.5096614461752677,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,2,0,0,76000,76000,76000,76000,4000,4000,76000,4000,76000,False,2,19,40f87_00000,2023-09-21_12-28-06,1695270486,22.870554208755493,422.66054916381836,24712,DESKTOP-VQNVLBP,127.0.0.1,422.66054916381836,19,76000,76000,76000,76000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",22310.65,11644.856,24.174,165466.875,10633.43,376.172,7.592,76000,76000,76000,76000,31.990625,62.21875,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.74193548387096,9176.5,247.5,0.0,0.3099368952905699,1.5187500000000003,0.0003800000000000001,-0.0361529927683859,-0.05343880289485476,0.09340570010470166,-0.0742948993800148,0.011375452989213034,0.4934297325990854,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,2,0,0,80000,80000,80000,80000,4000,4000,80000,4000,80000,False,2,20,40f87_00000,2023-09-21_12-28-28,1695270508,22.44054889678955,445.1010980606079,24712,DESKTOP-VQNVLBP,127.0.0.1,445.1010980606079,20,80000,80000,80000,80000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",22379.779,11675.286,24.174,165466.06,10672.126,374.808,7.595,80000,80000,80000,80000,30.793548387096777,62.129032258064534,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.74193548387096,9672.5,247.5,0.0,0.2724850994324492,1.5187500000000003,0.0003400000000000001,-0.042964256034352846,-0.05993460430105305,0.12805029487372527,-0.12808646610186947,0.01116546129609397,0.5123025524399935,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,2,0,0,84000,84000,84000,84000,4000,4000,84000,4000,84000,False,2,21,40f87_00000,2023-09-21_12-28-51,1695270531,22.26691198348999,467.3680100440979,24712,DESKTOP-VQNVLBP,127.0.0.1,467.3680100440979,21,84000,84000,84000,84000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",22376.03,11666.301,24.671,162133.482,10676.962,374.638,7.498,84000,84000,84000,84000,31.777419354838717,62.06451612903223,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.74193548387096,10168.5,247.5,0.0,0.3041137726226401,1.5187500000000003,0.0003,-0.055117842181765984,-0.07259236228081488,0.10152623512511773,-0.18877686331829718,0.011499172066046481,0.5185465173375222,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,2,0,0,88000,88000,88000,88000,4000,4000,88000,4000,88000,False,2,22,40f87_00000,2023-09-21_12-29-13,1695270553,22.091106414794922,489.4591164588928,24712,DESKTOP-VQNVLBP,127.0.0.1,489.4591164588928,22,88000,88000,88000,88000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",22351.221,11667.264,24.568,162813.354,10651.393,375.538,7.298,88000,88000,88000,88000,28.425806451612896,62.04838709677419,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.74193548387096,10664.5,247.5,0.0,0.33133172305421005,1.5187500000000003,0.0002599999999999999,-0.054142673627563545,-0.0746273293923643,0.1364154105765685,-0.07106405640802076,0.013478856606746959,0.5187952203015166,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,2,0,0,92000,92000,92000,92000,4000,4000,92000,4000,92000,False,2,23,40f87_00000,2023-09-21_12-29-35,1695270575,22.12820029258728,511.5873167514801,24712,DESKTOP-VQNVLBP,127.0.0.1,511.5873167514801,23,92000,92000,92000,92000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",22340.609,11673.638,24.568,162814.302,10634.321,376.141,7.385,92000,92000,92000,92000,29.119354838709683,62.067741935483845,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.74193548387096,11160.5,247.5,0.0,0.31290035559645585,1.5187500000000003,0.0002200000000000001,-0.04022708651234185,-0.05594147960965206,0.14249443502405718,-0.10807102786437157,0.010337543137090099,0.5104454675869595,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,2,0,0,96000,96000,96000,96000,4000,4000,96000,4000,96000,False,2,24,40f87_00000,2023-09-21_12-29-57,1695270597,22.224151134490967,533.8114678859711,24712,DESKTOP-VQNVLBP,127.0.0.1,533.8114678859711,24,96000,96000,96000,96000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",22330.599,11669.654,24.168,165507.521,10628.797,376.336,7.383,96000,96000,96000,96000,32.854838709677416,61.55483870967742,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.74193548387096,11656.5,247.5,0.0,0.3105238034660297,1.5187500000000003,0.00018000000000000007,-0.048659997716435276,-0.06389744190645645,0.08783967612356308,-0.11926864279854682,0.010027100746049336,0.5306161249116543,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,2,0,0,100000,100000,100000,100000,4000,4000,100000,4000,100000,False,2,25,40f87_00000,2023-09-21_12-30-19,1695270619,21.787489652633667,555.5989575386047,24712,DESKTOP-VQNVLBP,127.0.0.1,555.5989575386047,25,100000,100000,100000,100000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",22288.76,11656.353,24.268,164825.087,10600.158,377.353,7.283,100000,100000,100000,100000,31.522580645161288,59.822580645161295,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.74193548387096,12152.5,247.5,0.0,0.3363991869132846,1.5187500000000003,0.00014000000000000001,-0.054919675730484264,-0.06974033953479046,0.14640008680702699,-0.09956303683500137,0.00974882241632646,0.5395139319401595,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,2,0,0,104000,104000,104000,104000,4000,4000,104000,4000,104000,False,2,26,40f87_00000,2023-09-21_12-30-41,1695270641,21.75808811187744,577.3570456504822,24712,DESKTOP-VQNVLBP,127.0.0.1,577.3570456504822,26,104000,104000,104000,104000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",22243.964,11636.482,24.305,164573.186,10575.599,378.229,6.978,104000,104000,104000,104000,30.213333333333335,59.82666666666666,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.74193548387096,12648.5,247.5,0.0,0.30171499118929906,1.5187500000000003,0.00010000000000000003,-0.05369275850300197,-0.06371283226338076,0.2309449100341167,-0.13810347297018574,0.006582373175132531,0.5257364250719547,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,2,0,0,108000,108000,108000,108000,4000,4000,108000,4000,108000,False,2,27,40f87_00000,2023-09-21_12-31-03,1695270663,21.89556646347046,599.2526121139526,24712,DESKTOP-VQNVLBP,127.0.0.1,599.2526121139526,27,108000,108000,108000,108000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",22199.284,11627.163,24.284,164716.989,10540.26,379.497,7.178,108000,108000,108000,108000,30.661290322580644,59.81290322580645,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.74193548387096,13144.5,247.5,0.0,0.3432140526992659,1.5187500000000003,9.960000000000002e-05,-0.04804810784492387,-0.057979537437331016,0.12758506105972395,-0.32289508045200377,0.006530811317475528,0.5488166362648049,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,2,0,0,112000,112000,112000,112000,4000,4000,112000,4000,112000,False,2,28,40f87_00000,2023-09-21_12-31-24,1695270684,21.771830558776855,621.0244426727295,24712,DESKTOP-VQNVLBP,127.0.0.1,621.0244426727295,28,112000,112000,112000,112000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",22110.382,11614.414,24.284,164717.474,10464.105,382.259,7.178,112000,112000,112000,112000,31.551612903225806,59.84193548387096,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.74193548387096,13640.5,247.5,0.0,0.32458117078509063,1.5187500000000003,9.92e-05,-0.026669366585631526,-0.03752897833023341,0.10206924639116492,-0.21700496274617412,0.007143641436933871,0.5521098506306449,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,2,0,0,116000,116000,116000,116000,4000,4000,116000,4000,116000,False,2,29,40f87_00000,2023-09-21_12-31-46,1695270706,21.80468487739563,642.8291275501251,24712,DESKTOP-VQNVLBP,127.0.0.1,642.8291275501251,29,116000,116000,116000,116000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",22003.828,11561.914,24.184,165398.037,10410.052,384.244,7.178,116000,116000,116000,116000,30.133333333333333,59.84666666666668,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.74193548387096,14136.5,247.5,0.0,0.3664078450791778,1.5187500000000003,9.88e-05,-0.05492635204967472,-0.06973247988225334,0.11797205019261568,-0.04844219129412405,0.00974112340987764,0.5604835515541415,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,2,0,0,120000,120000,120000,120000,4000,4000,120000,4000,120000,False,2,30,40f87_00000,2023-09-21_12-32-08,1695270728,21.837803840637207,664.6669313907623,24712,DESKTOP-VQNVLBP,127.0.0.1,664.6669313907623,30,120000,120000,120000,120000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",21943.454,11546.209,24.082,166102.333,10365.482,385.896,7.181,120000,120000,120000,120000,29.04193548387096,59.85806451612902,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.74193548387096,14632.5,247.5,0.0,0.36961013592419123,1.5187500000000003,9.839999999999999e-05,-0.05994056522233164,-0.07380911564940752,0.1708160996316902,-0.05669989989649865,0.009120308672401515,0.55927944988493,0.0
-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,2,0,0,124000,124000,124000,124000,4000,4000,124000,4000,124000,False,2,31,40f87_00000,2023-09-21_12-32-30,1695270750,21.6959388256073,686.3628702163696,24712,DESKTOP-VQNVLBP,127.0.0.1,686.3628702163696,31,124000,124000,124000,124000,-635.5095288966203,-645.2592399041613,-640.3843844003908,33059.0,0,0,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",21886.355,11532.134,23.682,168908.067,10322.863,387.489,7.176,124000,124000,124000,124000,31.23333333333333,59.86000000000002,"[-645.2592399041613, -635.5095288966203]","[33059, 33059]",127.74193548387096,15128.5,247.5,0.0,0.3548208989142891,1.5187500000000003,9.800000000000001e-05,-0.04711154127125478,-0.05987588547251958,0.1142686317194133,0.004644948989152908,0.008396982305967082,0.5372711650786861,0.0
